id_cp_interaction	interacting_pair	partner_a	partner_b	gene_a	gene_b	secreted	receptor_a	receptor_b	annotation_strategy	is_integrin	rank	microglia_1|microglia_1	microglia_1|microglia_2	microglia_1|microglia_3	microglia_1|microglia_4	microglia_1|microglia_5	microglia_1|microglia_6	microglia_1|microglia_8	microglia_1|microglia_9	microglia_1|oligos_7	microglia_1|opcs_2	microglia_1|opcs_9	microglia_2|microglia_1	microglia_2|microglia_2	microglia_2|microglia_3	microglia_2|microglia_4	microglia_2|microglia_5	microglia_2|microglia_6	microglia_2|microglia_8	microglia_2|microglia_9	microglia_2|oligos_7	microglia_2|opcs_2	microglia_2|opcs_9	microglia_3|microglia_1	microglia_3|microglia_2	microglia_3|microglia_3	microglia_3|microglia_4	microglia_3|microglia_5	microglia_3|microglia_6	microglia_3|microglia_8	microglia_3|microglia_9	microglia_3|oligos_7	microglia_3|opcs_2	microglia_3|opcs_9	microglia_4|microglia_1	microglia_4|microglia_2	microglia_4|microglia_3	microglia_4|microglia_4	microglia_4|microglia_5	microglia_4|microglia_6	microglia_4|microglia_8	microglia_4|microglia_9	microglia_4|oligos_7	microglia_4|opcs_2	microglia_4|opcs_9	microglia_5|microglia_1	microglia_5|microglia_2	microglia_5|microglia_3	microglia_5|microglia_4	microglia_5|microglia_5	microglia_5|microglia_6	microglia_5|microglia_8	microglia_5|microglia_9	microglia_5|oligos_7	microglia_5|opcs_2	microglia_5|opcs_9	microglia_6|microglia_1	microglia_6|microglia_2	microglia_6|microglia_3	microglia_6|microglia_4	microglia_6|microglia_5	microglia_6|microglia_6	microglia_6|microglia_8	microglia_6|microglia_9	microglia_6|oligos_7	microglia_6|opcs_2	microglia_6|opcs_9	microglia_8|microglia_1	microglia_8|microglia_2	microglia_8|microglia_3	microglia_8|microglia_4	microglia_8|microglia_5	microglia_8|microglia_6	microglia_8|microglia_8	microglia_8|microglia_9	microglia_8|oligos_7	microglia_8|opcs_2	microglia_8|opcs_9	microglia_9|microglia_1	microglia_9|microglia_2	microglia_9|microglia_3	microglia_9|microglia_4	microglia_9|microglia_5	microglia_9|microglia_6	microglia_9|microglia_8	microglia_9|microglia_9	microglia_9|oligos_7	microglia_9|opcs_2	microglia_9|opcs_9	oligos_7|microglia_1	oligos_7|microglia_2	oligos_7|microglia_3	oligos_7|microglia_4	oligos_7|microglia_5	oligos_7|microglia_6	oligos_7|microglia_8	oligos_7|microglia_9	oligos_7|oligos_7	oligos_7|opcs_2	oligos_7|opcs_9	opcs_2|microglia_1	opcs_2|microglia_2	opcs_2|microglia_3	opcs_2|microglia_4	opcs_2|microglia_5	opcs_2|microglia_6	opcs_2|microglia_8	opcs_2|microglia_9	opcs_2|oligos_7	opcs_2|opcs_2	opcs_2|opcs_9	opcs_9|microglia_1	opcs_9|microglia_2	opcs_9|microglia_3	opcs_9|microglia_4	opcs_9|microglia_5	opcs_9|microglia_6	opcs_9|microglia_8	opcs_9|microglia_9	opcs_9|oligos_7	opcs_9|opcs_2	opcs_9|opcs_9
CPI-SC0EEF3A379	LAMC1_a6b1 complex	simple:P11047	complex:a6b1 complex	ENSG00000135862		True	False	False	curated	True	0.298	3.571					2.818						3.591		2.488	2.59		2.838						3.588			2.587		2.835						3.6		2.497	2.6		2.848						3.577			2.577		2.824						3.562					2.81						3.576			2.575		2.823						3.609		2.506	2.609		2.857						3.634		2.531	2.634		2.882						3.568			2.568		2.816						3.614		2.511	2.613		2.861					
CPI-SS0419B80C4	LGALS9_LRP1	simple:O00182	simple:Q07954	ENSG00000168961	ENSG00000123384	True	False	True	InnateDB-All	False	0.298	4.853		4.411	4.994	4.414							4.832		4.39	4.973								4.849		4.407	4.99								4.907		4.464	5.048	4.468							4.948	4.443	4.505	5.089	4.509							4.901		4.458	5.042	4.462							6.403	5.899	5.961	6.544	5.964	5.72	5.471	4.777				5.204	4.7	4.762	5.345	4.765																																							
CPI-SS04F3A1E5C	COPA_SORT1	simple:P53621	simple:Q99523	ENSG00000122218	ENSG00000134243	True	False	True	IMEx,InnateDB-All,IntAct,MatrixDB	False	0.298	1.58	1.547	1.574	1.661	1.554	1.6																	1.482		1.476	1.562		1.501						1.702	1.669	1.696	1.783	1.676	1.722	1.565	1.502				1.497		1.491	1.578		1.516						1.535		1.528	1.615	1.508	1.554									1.592								1.816	1.782	1.809	1.896	1.789	1.835	1.678	1.615																																				
CPI-SS0339AE950	SIRPA_CD47	simple:P78324	simple:Q08722	ENSG00000198053	ENSG00000196776	False	True	True	curated	False	0.306							7.526	7.056							6.538			7.689	7.219							6.416			7.567	7.097				9.429	9.255	9.278	9.797	9.126	9.147	10.949	10.479	8.806	8.542	8.525	6.938	6.763	6.787	7.306	6.635	6.656	8.457	7.987	6.315									7.22	6.75							6.619			7.771	7.301				6.739			7.107			8.259	7.789																																				
CPI-SS0302E8E8F	CD74_COPA	simple:P04233	simple:P53621	ENSG00000019582	ENSG00000122218	True	True	False	IMEx,IntAct	False	0.314	1.277			1.398				1.512				1.287			1.409				1.522				1.28			1.402		1.234		1.515				1.346		1.247	1.468	1.263	1.3		1.581				1.304		1.206	1.426	1.221	1.258		1.539				1.298			1.42				1.533				1.323		1.224	1.445		1.277		1.558				1.798	1.622	1.7	1.92	1.715	1.752	1.729	2.033																																				
CPI-SC0B9199C7F	LAMC1_aVb3 complex	simple:P11047	complex:aVb3 complex	ENSG00000135862		True	False	False	curated	True	0.322				0.235								0.193	0.197	0.191	0.255	0.196							0.19			0.252	0.193							0.202	0.206	0.2	0.264	0.205							0.179			0.241	0.182										0.226											0.24								0.212	0.215	0.209	0.273	0.214		0.19					0.236	0.24	0.234	0.298	0.239	0.209	0.215								0.232								0.216	0.219	0.213	0.278	0.219		0.194				
CPI-SS0B01CF3AB	CSF1R_CSF1	simple:P07333	simple:P09603	ENSG00000182578	ENSG00000184371	True	True	False	curated	False	0.322	18.184	18.262	18.242	19.459	18.3	18.212	18.351	18.223	18.108						16.254																			19.907	19.985	19.964	21.182	20.023	19.935	20.074	19.946	19.831						16.205								15.81	15.888	15.868	17.086	15.927	15.838	15.977								16.809	15.65		15.701					20.357	20.435	20.415	21.633	20.474	20.385	20.524	20.396	20.281																																			
CPI-SS09808DEAE	CD74_APP	simple:P04233	simple:P05067	ENSG00000019582	ENSG00000142192	False	True	False	curated	False	0.339			1.333	1.261				2.0	1.594					1.344	1.271				2.011	1.604					1.337	1.265				2.004	1.597			1.175		1.403	1.331				2.07	1.663			1.134		1.361	1.289				2.028	1.622					1.355	1.283				2.022	1.615			1.152		1.38	1.308				2.047	1.641			1.628	1.514	1.855	1.783	1.582	1.554	1.606	2.522	2.116		1.242																																	
CPI-SS06A999D25	PLD2_ARF1	simple:O14939	simple:P84077	ENSG00000129219	ENSG00000143761	False	False	False	guidetopharmacology.org	False	0.347	2.834			3.281		2.837	2.917	3.753				2.818			3.264		2.821	2.9	3.736				2.863			3.31		2.866	2.946	3.782				2.876			3.322		2.879	2.958	3.795				2.825			3.271		2.828	2.907	3.744				2.854			3.301		2.857	2.937	3.773				2.842			3.288		2.845	2.924	3.761				3.007	2.766		3.454	2.82	3.01	3.089	3.926																																				
CPI-SS01946BE5C	C5AR1_RPS19	simple:P21730	simple:P39019	ENSG00000197405	ENSG00000105372	False	True	False	guidetopharmacology.org	False	0.347	22.835	21.315		24.78		21.413	21.099					22.734	21.214		24.679		21.312	20.998					22.576	21.056		24.521		21.154	20.84					22.502	20.982		24.447		21.08	20.766					22.584	21.064		24.529		21.162	20.848					22.488	20.968		24.433		21.066	20.752					22.488	20.968		24.433		21.066	20.752					23.684	22.164	20.642	25.629	20.966	22.261	21.948																																					
CPI-SS0BD9F32BA	LGALS9_DAG1	simple:O00182	simple:Q14118	ENSG00000168961	ENSG00000173402	True	False	True	InnateDB-All	False	0.347		1.169						1.178			1.17		1.148									1.149		1.166									1.166		1.223						1.232			1.224	1.163	1.264	1.157	1.161	1.133			1.273			1.265		1.217						1.226			1.218	2.618	2.72	2.612	2.616	2.589	2.582	2.561	2.729	2.534	2.58	2.72	1.419	1.521	1.413	1.418	1.39	1.383	1.362	1.53	1.335	1.381	1.521																																	
CPI-SS014958F32	LGALS9_CD47	simple:O00182	simple:Q08722	ENSG00000168961	ENSG00000196776	True	False	True	InnateDB-All	False	0.355	2.106			2.474			3.626	3.156				2.085			2.454			3.605	3.135				2.102			2.471			3.622	3.152				2.16			2.528			3.68	3.21				2.201			2.569			3.721	3.251				2.154			2.522			3.674	3.204				3.657	3.482	3.506	4.025	3.354	3.375	5.176	4.706	3.034	2.77	2.752	2.458	2.283	2.307	2.826	2.155	2.176	3.977	3.507																																				
CPI-SC098C06330	TGFB1_TGFbeta receptor1	simple:P01137	complex:TGFbeta receptor1	ENSG00000105329		True	False	True	curated	False	0.355	3.624	3.726	3.663	4.31	3.812	3.64	3.971	4.545				3.668	3.771	3.707	4.354	3.856	3.684	4.016	4.59							3.897			3.558	4.132				4.103	4.206	4.142	4.789	4.291	4.119	4.451	5.025							4.084	3.585		3.745	4.319							3.926				4.162							3.972				4.208				4.415	4.518	4.455	5.102	4.603	4.431	4.763	5.337																																				
CPI-SS08FAC0A55	PLXNB2_SEMA4D	simple:O15031	simple:Q92854	ENSG00000196576	ENSG00000187764	False	True	True	curated	False	0.364			2.829	2.975	2.853		3.111					2.85			2.979	2.857		3.115		2.82									2.858					3.33	3.282	3.314	3.46	3.338	3.306	3.596	3.252	3.3			2.787		2.77	2.916	2.794	2.762	3.052								2.827			2.963					2.769	2.721	2.753	2.899	2.777	2.745	3.035		2.739			3.279	3.23	3.263	3.408	3.286	3.255	3.544	3.2	3.249																																			
CPI-SS07DFEBFA8	GPR19_ENHO	simple:Q15760	simple:Q6UWT2	ENSG00000183150	ENSG00000168913	True	True	False	guidetopharmacology.org	False	0.38		0.194	0.211	0.179	0.177	0.155		0.373		0.238	0.254		0.194	0.211	0.179	0.177	0.154		0.373		0.237	0.254		0.167	0.184	0.152	0.15			0.346		0.211	0.227																																			0.173	0.19					0.352		0.217	0.234													0.229	0.246	0.214	0.212	0.19		0.408	0.184	0.273	0.289		0.221	0.238	0.206	0.204	0.182		0.4	0.176	0.265	0.282											
CPI-SS065F7DA2A	COPA_P2RY6	simple:P53621	simple:Q15077	ENSG00000122218	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.388	4.474			4.5	4.388	4.301		6.035				4.298			4.324	4.212			5.859				4.375			4.401	4.289	4.202		5.937				4.596	4.222	4.213	4.622	4.51	4.423		6.157				4.391			4.417	4.305	4.218		5.952				4.428			4.454	4.342	4.255		5.989				4.405			4.431	4.319	4.232		5.966				4.709	4.335	4.326	4.735	4.623	4.536	4.482	6.27											5.112											5.043											5.024			
CPI-SS0C0A61F92	PLXNB2_SEMA4G	simple:O15031	simple:Q9NTN9	ENSG00000196576	ENSG00000095539	False	True	False	curated	False	0.388			2.533	2.454	2.392		2.379	2.407						2.537	2.458	2.396		2.383	2.412						2.28									2.844	2.851	3.018	2.939	2.877	2.857	2.864	2.892	2.835			2.3	2.307	2.474	2.395	2.333	2.313	2.32	2.348						2.385									2.282	2.29	2.457	2.378	2.316	2.295	2.302	2.331	2.274			2.792	2.799	2.966	2.887	2.825	2.805	2.812	2.841	2.784																																			
CPI-SS0AB21032D	PLXNB2_SEMA4C	simple:O15031	simple:Q9C0C4	ENSG00000196576	ENSG00000168758	False	True	True	curated	False	0.388	2.666	2.671	2.618	2.609	2.628		2.646					2.67	2.676	2.623	2.613	2.633	2.612	2.65																3.151	3.156	3.103	3.094	3.113	3.093	3.131	3.044	2.91		2.838	2.607	2.612	2.559	2.55	2.569	2.549	2.587																2.59	2.595	2.542	2.533	2.552	2.532	2.57					3.099	3.105	3.052	3.042	3.062	3.041	3.079	2.993	2.858		2.786																																	
CPI-SS033E6DE7E	NRP1_VEGFB	simple:O14786	simple:P49765	ENSG00000099250	ENSG00000173511	True	True	False	curated	False	0.397	2.639	2.65	2.587	3.216	2.613	2.68	2.678	2.966							2.854											2.858								4.171	4.181	4.119	4.748	4.145	4.212	4.21	4.497	3.453	3.446	3.526				2.796								2.623	2.634		3.201	2.598	2.665	2.663	2.95				2.673	2.684	2.622	3.25	2.648	2.715	2.713	3.0				6.755	6.765	6.703	7.332	6.729	6.796	6.794	7.081	6.038	6.03	6.11																																	
CPI-SS04E690D72	PTN_PTPRZ1	simple:P21246	simple:P23471	ENSG00000105894	ENSG00000106278	True	False	False	curated	False	0.438									0.979	7.527	6.529									0.982	7.53	6.532			1.517	1.194			1.209	1.327	1.983	8.531	7.534									1.014	7.562	6.564									0.979	7.527	6.53									0.995	7.543	6.545									1.097	7.645	6.647			1.382	1.059			1.074	1.193	1.849	8.396	7.399			1.236	0.912			0.927	1.046	1.702	8.25	7.252			8.749	8.425			8.44	8.559	9.215	15.762	14.765			8.272	7.949			7.963	8.082	8.738	15.286	14.288
CPI-SS0889E281D	CADM1_CADM1	simple:Q9BY67	simple:Q9BY67	ENSG00000182985	ENSG00000182985	False	False	False	curated	False	0.438	1.775	1.504	1.555	2.072	1.416	1.456	1.488		2.83		1.522	1.504			1.801					2.56			1.555			1.853					2.611			2.072	1.801	1.853	2.37	1.713	1.753	1.785	1.437	3.128	1.632	1.82	1.416			1.713					2.471			1.456			1.753					2.511			1.488			1.785					2.543						1.437					2.195			2.83	2.56	2.611	3.128	2.471	2.511	2.543	2.195	3.886	2.39	2.578				1.632					2.39			1.522			1.82					2.578		
CPI-SS09A3FA737	NAMPT_P2RY6	simple:P43490	simple:Q15077	ENSG00000105835	ENSG00000171631	True	False	True	IMEx,IntAct	False	0.438	3.436			3.462	3.35	3.263		4.998				3.488			3.514	3.402	3.315		5.049				3.495			3.521	3.409	3.322		5.057				3.547			3.573	3.461	3.374		5.109				3.51			3.536	3.424	3.337		5.071				3.475			3.501	3.389	3.302		5.036				3.854	3.48	3.472	3.881	3.769	3.682	3.628	5.416				3.65			3.676	3.564	3.477		5.211				3.449			3.475	3.363	3.276		5.011															3.418			3.444	3.332	3.245		4.979			
CPI-SS0BFB29A42	PLXNB2_PTN	simple:O15031	simple:P21246	ENSG00000196576	ENSG00000105894	True	True	False	I2D,IMEx,InnateDB-All,IntAct	False	0.446			3.412					3.278	3.131	10.644	10.167			3.417					3.282	3.135	10.648	10.171			3.16					3.025	2.878	10.391	9.914	2.893	2.896	3.897	2.928	2.893	2.909	3.011	3.763	3.616	11.129	10.652			3.353					3.219	3.072	10.585	10.108			3.264					3.13	2.983	10.496	10.019			3.336					3.202	3.055	10.568	10.091	2.841	2.844	3.846	2.876	2.842	2.857	2.959	3.711	3.564	11.077	10.6																																8.445	7.968
CPI-SS02A0FF87F	FAM3C_CLEC2D	simple:Q92520	simple:Q9UHP7	ENSG00000196937	ENSG00000069493	True	False	True	IMEx,InnateDB-All,IntAct	False	0.455	0.812		0.751	0.811	0.756	0.805	0.935	1.658				0.828	0.726	0.768	0.827	0.773	0.821	0.952	1.674				0.744			0.744		0.738	0.868	1.591				0.72			0.719		0.713	0.844	1.566										0.81	1.533										0.814	1.537				0.735			0.734		0.728	0.859	1.581				0.887	0.785	0.827	0.886	0.832	0.88	1.011	1.733				1.629	1.527	1.569	1.628	1.574	1.622	1.753	2.475										0.801	1.524							0.668			0.792	1.515			
CPI-SS00F4DDF4B	PTN_PTPRS	simple:P21246	simple:Q13332	ENSG00000105894	ENSG00000105426	True	False	True	I2D,IMEx,InnateDB-All,IntAct	False	0.504			1.503											1.506									1.604	1.607	2.507	1.546	1.54	1.552	1.62	1.609	1.395	1.376	1.45			1.538											1.503											1.519											1.621									1.47	1.473	2.373	1.412	1.405	1.417	1.486	1.474	1.261	1.241	1.316	1.323	1.326	2.226	1.265	1.258	1.271	1.339	1.327	1.114	1.095	1.169	8.836	8.839	9.739	8.778	8.771	8.784	8.852	8.84	8.627	8.608	8.682	8.359	8.362	9.262	8.301	8.295	8.307	8.375	8.363	8.15	8.131	8.205
CPI-CS04F78ACD6	ACVR_1B2A receptor_GDF11	complex:ACVR_1B2A receptor	simple:O95390		ENSG00000135414	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0384572FE	ACVR_1B2B receptor_GDF11	complex:ACVR_1B2B receptor	simple:O95390		ENSG00000135414	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC09DFB2ACA	COL19A1_a10b1 complex	simple:Q14993	complex:a10b1 complex	ENSG00000082293		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC067433F6B	COL3A1_a10b1 complex	simple:P02461	complex:a10b1 complex	ENSG00000168542		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0517A327B	COL9A3_a10b1 complex	simple:Q14050	complex:a10b1 complex	ENSG00000092758		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0F94B2CF9	COL16A1_a10b1 complex	simple:Q07092	complex:a10b1 complex	ENSG00000084636		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC008F4294F	COL7A1_a10b1 complex	simple:Q02388	complex:a10b1 complex	ENSG00000114270		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC00C0800EB	COL4A4_a10b1 complex	simple:P53420	complex:a10b1 complex	ENSG00000081052		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC067EE23E1	COL9A2_a10b1 complex	simple:Q14055	complex:a10b1 complex	ENSG00000049089		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC090311934	COL24A1_a10b1 complex	simple:Q17RW2	complex:a10b1 complex	ENSG00000171502		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS06CBC985C	LTBR_LTB	simple:P36941	simple:Q06643	ENSG00000111321	ENSG00000227507	False	True	False	curated	False	1.504																																																																																																																									
CPI-CS089A36491	BMR1B_AVR2B_GDF5	complex:BMR1B_AVR2B	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS069E2161D	BMR1B_AVR2A_GDF5	complex:BMR1B_AVR2A	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0017F527E	COL18A1_a10b1 complex	simple:P39060	complex:a10b1 complex	ENSG00000182871		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS0D8148841	APLNR_APLN	simple:P35414	simple:Q9ULZ1	ENSG00000134817	ENSG00000171388	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SC0C9CBDD21	COL27A1_a10b1 complex	simple:Q8IZC6	complex:a10b1 complex	ENSG00000196739		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0FDB4B6D9	GDF9_TGFR_BMPR2	simple:O60383	complex:TGFR_BMPR2	ENSG00000164404		True	False	True	curated	False	1.504																																																																																																																									
CPI-CS036BF2AC7	BMR1A_AVR2B_GDF5	complex:BMR1A_AVR2B	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0DAA66443	BMR1A_ACR2A_GDF5	complex:BMR1A_ACR2A	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0147A8A42	COL26A1_a10b1 complex	simple:Q96A83	complex:a10b1 complex	ENSG00000160963		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0C57A3081	PlexinA1_complex1_SEMA6D	complex:PlexinA1_complex1	simple:Q8NFY4		ENSG00000137872	False	True	False	curated	False	1.504																																																																																																																									
CPI-SC02131C05A	COL12A1_a10b1 complex	simple:Q99715	complex:a10b1 complex	ENSG00000111799		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0BF16A11C	COL20A1_a10b1 complex	simple:Q9P218	complex:a10b1 complex	ENSG00000101203		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0700FDD27	BMPR1B_BMPR2_GDF5	complex:BMPR1B_BMPR2	simple:P43026		ENSG00000125965	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0BC63F8C0	COL3A1_a1b1 complex	simple:P02461	complex:a1b1 complex	ENSG00000168542		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0569B9B91	BMPR1B_BMPR2_BMPR1A	complex:BMPR1B_BMPR2	simple:P36894		ENSG00000107779	False	True	True	curated	False	1.504																																																																																																																									
CPI-SC08E75294D	COL15A1_a10b1 complex	simple:P39059	complex:a10b1 complex	ENSG00000204291		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS07D56EB05	CMKLR1_RARRES2	simple:Q99788	simple:Q99969	ENSG00000174600	ENSG00000106538	True	True	False	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SC08B1D5269	COL5A3_a10b1 complex	simple:P25940	complex:a10b1 complex	ENSG00000080573		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC001669E22	GDF11_TGFR_AVR2A	simple:O95390	complex:TGFR_AVR2A	ENSG00000135414		True	False	True	curated	False	1.504																																																																																																																									
CPI-SC017215F7F	GDF11_TGFR_AVR2B	simple:O95390	complex:TGFR_AVR2B	ENSG00000135414		True	False	True	curated	False	1.504																																																																																																																									
CPI-SC0D19BAF15	FN1_a10b1 complex	simple:P02751	complex:a10b1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0F516B854	COL5A2_a10b1 complex	simple:P05997	complex:a10b1 complex	ENSG00000204262		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS06D50EBF8	OSMR_OSM	complex:OSMR	simple:P13725		ENSG00000099985	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0C59AF029	IL33 receptor_IL33	complex:IL33 receptor	simple:O95760		ENSG00000137033	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC011F01833	COL1A2_a10b1 complex	simple:P08123	complex:a10b1 complex	ENSG00000164692		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0FA79E269	COL4A2_a10b1 complex	simple:P08572	complex:a10b1 complex	ENSG00000134871		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS04C672963	ESAM_ESAM	simple:Q96AP7	simple:Q96AP7	ENSG00000149564	ENSG00000149564	False	False	False	curated	False	1.504																																																																																																																									
CPI-SC04936738A	COL11A1_a10b1 complex	simple:P12107	complex:a10b1 complex	ENSG00000060718		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS05426BFFA	IL1 receptor_IL1B	complex:IL1 receptor	simple:P01584		ENSG00000125538	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS05A8552D7	EDA_EDAR	simple:Q92838	simple:Q9UNE0	ENSG00000158813	ENSG00000135960	True	False	True	guidetopharmacology.org	False	1.504																																																																																																																									
CPI-SC0D5CFA431	TGFB3_TGFbeta receptor1	simple:P10600	complex:TGFbeta receptor1	ENSG00000119699		True	False	True	curated	False	1.504																																																																																																																									
CPI-CS06072FF4E	IL1 receptor_IL1A	complex:IL1 receptor	simple:P01583		ENSG00000115008	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC02B111AB0	COL6A1_a10b1 complex	simple:P12109	complex:a10b1 complex	ENSG00000142156		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS077F1340A	FLT1 complex_VEGFB	complex:FLT1 complex	simple:P49765		ENSG00000173511	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS073D36B1D	FLT1 complex_PGF	complex:FLT1 complex	simple:P49763		ENSG00000119630	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0CE851065	COL6A2_a10b1 complex	simple:P12110	complex:a10b1 complex	ENSG00000142173		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0D6C777F2	COL11A2_a10b1 complex	simple:P13942	complex:a10b1 complex	ENSG00000204248		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0F74C069F	COL9A1_a10b1 complex	simple:P20849	complex:a10b1 complex	ENSG00000112280		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC041DEF0FB	COL5A1_a10b1 complex	simple:P20908	complex:a10b1 complex	ENSG00000130635		True	False	False	curated	True	1.504																																																																																																																									
CPI-SS0893BD6B6	IL16_GRIN2C	simple:Q14005	simple:Q14957	ENSG00000172349	ENSG00000161509	True	False	True	I2D	False	1.504																																																																																																																									
CPI-CS067298D94	FLT1 complex_VEGFA	complex:FLT1 complex	simple:P15692		ENSG00000112715	True	True	False	curated	False	1.504																																																																																																																									
CPI-SS0B337B316	TEK_ANGPT1	simple:Q02763	simple:Q15389	ENSG00000120156	ENSG00000154188	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0077CEB82	TGFB3_TGFbeta receptor2	simple:P10600	complex:TGFbeta receptor2	ENSG00000119699		True	False	True	curated	False	1.504																																																																																																																									
CPI-SC0B6F1A278	COL4A1_a10b1 complex	simple:P02462	complex:a10b1 complex	ENSG00000187498		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0EB5F7B6F	CNTF-1R_CLCF1	complex:CNTF-1R	simple:Q9UBD9		ENSG00000175505	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC087556B01	COL4A5_a10b1 complex	simple:P29400	complex:a10b1 complex	ENSG00000188153		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC0672FBD31	COL4A1_a1b1 complex	simple:P02462	complex:a1b1 complex	ENSG00000187498		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC05B6D413B	COL9A1_a1b1 complex	simple:P20849	complex:a1b1 complex	ENSG00000112280		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC006E22794	COL1A2_a1b1 complex	simple:P08123	complex:a1b1 complex	ENSG00000164692		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS01A4D7E2F	BMR1B_AVR2A_BMP5	complex:BMR1B_AVR2A	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0BC542ACC	TNC_a4b1 complex	simple:P24821	complex:a4b1 complex	ENSG00000041982		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0BEC40E19	BMR1B_AVR2B_BMP5	complex:BMR1B_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC06364D669	FN1_a4b1 complex	simple:P02751	complex:a4b1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-SC09938698A	CSPG4_a3b1 complex	simple:Q6UVK1	complex:a3b1 complex	ENSG00000173546		False	False	False	curated	True	1.504																																																																																																																									
CPI-SC02BFEEC8A	THBS1_a3b1 complex	simple:P07996	complex:a3b1 complex	ENSG00000137801		False	False	False	curated	True	1.504																																																																																																																									
CPI-SC04F2478E9	FN1_a3b1 complex	simple:P02751	complex:a3b1 complex	ENSG00000115414		True	False	False	curated	True	1.504																																																																																																																									
CPI-CS0CA393CC5	BMR1A_AVR2B_BMP5	complex:BMR1A_AVR2B	simple:P22003		ENSG00000112175	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS091BF99D0	ACVR_1A2A receptor_INHBA	complex:ACVR_1A2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0533A30DC	ACVR_1B2A receptor_INHBA	complex:ACVR_1B2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0C159B54D	ACVR_1B2B receptor_INHBA	complex:ACVR_1B2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0924060DB	ACVR_1C2A receptor_INHBA	complex:ACVR_1C2A receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-CS0B79F5D68	ACVR_1C2B receptor_INHBA	complex:ACVR_1C2B receptor	simple:P08476		ENSG00000122641	True	True	False	curated	False	1.504																																																																																																																									
CPI-SC0A58E6695	TNC_aVb3 complex	simple:P24821	complex:aVb3 complex	ENSG00000041982		True	False	False	curated	True	1.504																																																																																																																									
